County,County code,Year,Fuel type,Region,Count
Fagersta,1982,1/1/2017,Diesel,Västmanlands län,301
Fagersta,1982,1/1/2017,Electric hybrids,Västmanlands län,10
Fagersta,1982,1/1/2017,Electricty,Västmanlands län,1
Fagersta,1982,1/1/2017,Ethanol,Västmanlands län,0
Fagersta,1982,1/1/2017,Gas,Västmanlands län,211
Fagersta,1982,1/1/2017,NG,Västmanlands län,3
Fagersta,1982,1/1/2017,Plug-in hybrids,Västmanlands län,13
Fagersta,1982,1/1/2018,Diesel,Västmanlands län,170
Fagersta,1982,1/1/2018,Electric hybrids,Västmanlands län,13
Fagersta,1982,1/1/2018,Electricty,Västmanlands län,4
Fagersta,1982,1/1/2018,Ethanol,Västmanlands län,0
Fagersta,1982,1/1/2018,Gas,Västmanlands län,211
Fagersta,1982,1/1/2018,NG,Västmanlands län,0
Fagersta,1982,1/1/2018,Plug-in hybrids,Västmanlands län,10
Fagersta,1982,1/1/2019,Diesel,Västmanlands län,151
Fagersta,1982,1/1/2019,Electric hybrids,Västmanlands län,36
Fagersta,1982,1/1/2019,Electricty,Västmanlands län,4
Fagersta,1982,1/1/2019,Ethanol,Västmanlands län,0
Fagersta,1982,1/1/2019,Gas,Västmanlands län,226
Fagersta,1982,1/1/2019,NG,Västmanlands län,0
Fagersta,1982,1/1/2019,Plug-in hybrids,Västmanlands län,10
Fagersta,1982,1/1/2020,Diesel,Västmanlands län,109
Fagersta,1982,1/1/2020,Electric hybrids,Västmanlands län,18
Fagersta,1982,1/1/2020,Electricty,Västmanlands län,18
Fagersta,1982,1/1/2020,Ethanol,Västmanlands län,0
Fagersta,1982,1/1/2020,Gas,Västmanlands län,179
Fagersta,1982,1/1/2020,NG,Västmanlands län,0
Fagersta,1982,1/1/2020,Plug-in hybrids,Västmanlands län,43
Fagersta,1982,1/1/2021,Diesel,Västmanlands län,70
Fagersta,1982,1/1/2021,Electric hybrids,Västmanlands län,12
Fagersta,1982,1/1/2021,Electricty,Västmanlands län,24
Fagersta,1982,1/1/2021,Ethanol,Västmanlands län,0
Fagersta,1982,1/1/2021,Gas,Västmanlands län,102
Fagersta,1982,1/1/2021,NG,Västmanlands län,1
Fagersta,1982,1/1/2021,Plug-in hybrids,Västmanlands län,70
Köping,1983,1/1/2013,Diesel,Västmanlands län,334
Köping,1983,1/1/2013,Electric hybrids,Västmanlands län,4
Köping,1983,1/1/2013,Electricty,Västmanlands län,0
Köping,1983,1/1/2013,Ethanol,Västmanlands län,4
Köping,1983,1/1/2013,Gas,Västmanlands län,244
Köping,1983,1/1/2013,NG,Västmanlands län,6
Köping,1983,1/1/2013,Plug-in hybrids,Västmanlands län,0
Köping,1983,1/1/2014,Diesel,Västmanlands län,331
Köping,1983,1/1/2014,Electric hybrids,Västmanlands län,4
Köping,1983,1/1/2014,Electricty,Västmanlands län,0
Köping,1983,1/1/2014,Ethanol,Västmanlands län,7
Köping,1983,1/1/2014,Gas,Västmanlands län,305
Köping,1983,1/1/2014,NG,Västmanlands län,3
Köping,1983,1/1/2014,Plug-in hybrids,Västmanlands län,0
Köping,1983,1/1/2015,Diesel,Västmanlands län,352
Köping,1983,1/1/2015,Electric hybrids,Västmanlands län,3
Köping,1983,1/1/2015,Electricty,Västmanlands län,2
Köping,1983,1/1/2015,Ethanol,Västmanlands län,0
Köping,1983,1/1/2015,Gas,Västmanlands län,321
Köping,1983,1/1/2015,NG,Västmanlands län,23
Köping,1983,1/1/2015,Plug-in hybrids,Västmanlands län,4
Köping,1983,1/1/2016,Diesel,Västmanlands län,361
Köping,1983,1/1/2016,Electric hybrids,Västmanlands län,7
Köping,1983,1/1/2016,Electricty,Västmanlands län,3
Köping,1983,1/1/2016,Ethanol,Västmanlands län,0
Köping,1983,1/1/2016,Gas,Västmanlands län,351
Köping,1983,1/1/2016,NG,Västmanlands län,10
Köping,1983,1/1/2016,Plug-in hybrids,Västmanlands län,3
Köping,1983,1/1/2017,Diesel,Västmanlands län,348
Köping,1983,1/1/2017,Electric hybrids,Västmanlands län,18
Köping,1983,1/1/2017,Electricty,Västmanlands län,1
Köping,1983,1/1/2017,Ethanol,Västmanlands län,0
Köping,1983,1/1/2017,Gas,Västmanlands län,345
Köping,1983,1/1/2017,NG,Västmanlands län,19
Köping,1983,1/1/2017,Plug-in hybrids,Västmanlands län,14
Köping,1983,1/1/2018,Diesel,Västmanlands län,234
Köping,1983,1/1/2018,Electric hybrids,Västmanlands län,13
Köping,1983,1/1/2018,Electricty,Västmanlands län,7
Köping,1983,1/1/2018,Ethanol,Västmanlands län,0
Köping,1983,1/1/2018,Gas,Västmanlands län,418
Köping,1983,1/1/2018,NG,Västmanlands län,0
Köping,1983,1/1/2018,Plug-in hybrids,Västmanlands län,18
Köping,1983,1/1/2019,Diesel,Västmanlands län,198
Köping,1983,1/1/2019,Electric hybrids,Västmanlands län,47
Köping,1983,1/1/2019,Electricty,Västmanlands län,20
Köping,1983,1/1/2019,Ethanol,Västmanlands län,15
Köping,1983,1/1/2019,Gas,Västmanlands län,357
Köping,1983,1/1/2019,NG,Västmanlands län,10
Köping,1983,1/1/2019,Plug-in hybrids,Västmanlands län,21
Köping,1983,1/1/2020,Diesel,Västmanlands län,81
Köping,1983,1/1/2020,Electric hybrids,Västmanlands län,21
Köping,1983,1/1/2020,Electricty,Västmanlands län,38
Köping,1983,1/1/2020,Ethanol,Västmanlands län,0
Köping,1983,1/1/2020,Gas,Västmanlands län,218
Köping,1983,1/1/2020,NG,Västmanlands län,9
Köping,1983,1/1/2020,Plug-in hybrids,Västmanlands län,72
Köping,1983,1/1/2021,Diesel,Västmanlands län,84
Köping,1983,1/1/2021,Electric hybrids,Västmanlands län,19
Köping,1983,1/1/2021,Electricty,Västmanlands län,74
Köping,1983,1/1/2021,Ethanol,Västmanlands län,2
Köping,1983,1/1/2021,Gas,Västmanlands län,193
Köping,1983,1/1/2021,NG,Västmanlands län,7
Köping,1983,1/1/2021,Plug-in hybrids,Västmanlands län,90
Arboga,1984,1/1/2013,Diesel,Västmanlands län,115
Arboga,1984,1/1/2013,Electric hybrids,Västmanlands län,0
Arboga,1984,1/1/2013,Electricty,Västmanlands län,0
Arboga,1984,1/1/2013,Ethanol,Västmanlands län,2
Arboga,1984,1/1/2013,Gas,Västmanlands län,126
Arboga,1984,1/1/2013,NG,Västmanlands län,0
Arboga,1984,1/1/2013,Plug-in hybrids,Västmanlands län,0
Arboga,1984,1/1/2014,Diesel,Västmanlands län,125
Arboga,1984,1/1/2014,Electric hybrids,Västmanlands län,0
Arboga,1984,1/1/2014,Electricty,Västmanlands län,0
Arboga,1984,1/1/2014,Ethanol,Västmanlands län,2
Arboga,1984,1/1/2014,Gas,Västmanlands län,143
Arboga,1984,1/1/2014,NG,Västmanlands län,0
Arboga,1984,1/1/2014,Plug-in hybrids,Västmanlands län,1
Arboga,1984,1/1/2015,Diesel,Västmanlands län,137
Arboga,1984,1/1/2015,Electric hybrids,Västmanlands län,0
Arboga,1984,1/1/2015,Electricty,Västmanlands län,1
Arboga,1984,1/1/2015,Ethanol,Västmanlands län,0
Arboga,1984,1/1/2015,Gas,Västmanlands län,181
Arboga,1984,1/1/2015,NG,Västmanlands län,1
Arboga,1984,1/1/2015,Plug-in hybrids,Västmanlands län,2
Arboga,1984,1/1/2016,Diesel,Västmanlands län,195
Arboga,1984,1/1/2016,Electric hybrids,Västmanlands län,9
Arboga,1984,1/1/2016,Electricty,Västmanlands län,2
Arboga,1984,1/1/2016,Ethanol,Västmanlands län,0
Arboga,1984,1/1/2016,Gas,Västmanlands län,206
Arboga,1984,1/1/2016,NG,Västmanlands län,1
Arboga,1984,1/1/2016,Plug-in hybrids,Västmanlands län,2
Arboga,1984,1/1/2017,Diesel,Västmanlands län,153
Arboga,1984,1/1/2017,Electric hybrids,Västmanlands län,6
Arboga,1984,1/1/2017,Electricty,Västmanlands län,3
Arboga,1984,1/1/2017,Ethanol,Västmanlands län,0
Arboga,1984,1/1/2017,Gas,Västmanlands län,200
Arboga,1984,1/1/2017,NG,Västmanlands län,1
Arboga,1984,1/1/2017,Plug-in hybrids,Västmanlands län,3
Arboga,1984,1/1/2018,Diesel,Västmanlands län,87
Arboga,1984,1/1/2018,Electric hybrids,Västmanlands län,2
Arboga,1984,1/1/2018,Electricty,Västmanlands län,2
Arboga,1984,1/1/2018,Ethanol,Västmanlands län,0
Arboga,1984,1/1/2018,Gas,Västmanlands län,211
Arboga,1984,1/1/2018,NG,Västmanlands län,0
Arboga,1984,1/1/2018,Plug-in hybrids,Västmanlands län,4
Arboga,1984,1/1/2019,Diesel,Västmanlands län,59
Arboga,1984,1/1/2019,Electric hybrids,Västmanlands län,17
Arboga,1984,1/1/2019,Electricty,Västmanlands län,16
Arboga,1984,1/1/2019,Ethanol,Västmanlands län,1
Arboga,1984,1/1/2019,Gas,Västmanlands län,148
Arboga,1984,1/1/2019,NG,Västmanlands län,0
Arboga,1984,1/1/2019,Plug-in hybrids,Västmanlands län,11
Arboga,1984,1/1/2020,Diesel,Västmanlands län,34
Arboga,1984,1/1/2020,Electric hybrids,Västmanlands län,11
Arboga,1984,1/1/2020,Electricty,Västmanlands län,27
Arboga,1984,1/1/2020,Ethanol,Västmanlands län,0
Arboga,1984,1/1/2020,Gas,Västmanlands län,96
Arboga,1984,1/1/2020,NG,Västmanlands län,0
Arboga,1984,1/1/2020,Plug-in hybrids,Västmanlands län,26
Arboga,1984,1/1/2021,Diesel,Västmanlands län,31
Arboga,1984,1/1/2021,Electric hybrids,Västmanlands län,4
Arboga,1984,1/1/2021,Electricty,Västmanlands län,48
Arboga,1984,1/1/2021,Ethanol,Västmanlands län,2
Arboga,1984,1/1/2021,Gas,Västmanlands län,79
Arboga,1984,1/1/2021,NG,Västmanlands län,0
Arboga,1984,1/1/2021,Plug-in hybrids,Västmanlands län,36
Vansbro,2021,1/1/2013,Diesel,Dalarnas län,39
Vansbro,2021,1/1/2013,Electric hybrids,Dalarnas län,0
Vansbro,2021,1/1/2013,Electricty,Dalarnas län,0
Vansbro,2021,1/1/2013,Ethanol,Dalarnas län,0
Vansbro,2021,1/1/2013,Gas,Dalarnas län,24
Vansbro,2021,1/1/2013,NG,Dalarnas län,0
Vansbro,2021,1/1/2013,Plug-in hybrids,Dalarnas län,0
Vansbro,2021,1/1/2014,Diesel,Dalarnas län,59
Vansbro,2021,1/1/2014,Electric hybrids,Dalarnas län,0
Vansbro,2021,1/1/2014,Electricty,Dalarnas län,0
Vansbro,2021,1/1/2014,Ethanol,Dalarnas län,0
Vansbro,2021,1/1/2014,Gas,Dalarnas län,32
Vansbro,2021,1/1/2014,NG,Dalarnas län,0
Vansbro,2021,1/1/2014,Plug-in hybrids,Dalarnas län,0
Vansbro,2021,1/1/2015,Diesel,Dalarnas län,53
Vansbro,2021,1/1/2015,Electric hybrids,Dalarnas län,0
Vansbro,2021,1/1/2015,Electricty,Dalarnas län,0
Vansbro,2021,1/1/2015,Ethanol,Dalarnas län,0
Vansbro,2021,1/1/2015,Gas,Dalarnas län,18
Vansbro,2021,1/1/2015,NG,Dalarnas län,0
Vansbro,2021,1/1/2015,Plug-in hybrids,Dalarnas län,0
Vansbro,2021,1/1/2016,Diesel,Dalarnas län,60
Vansbro,2021,1/1/2016,Electric hybrids,Dalarnas län,2
Vansbro,2021,1/1/2016,Electricty,Dalarnas län,1
Vansbro,2021,1/1/2016,Ethanol,Dalarnas län,0
Vansbro,2021,1/1/2016,Gas,Dalarnas län,27
Vansbro,2021,1/1/2016,NG,Dalarnas län,0
Vansbro,2021,1/1/2016,Plug-in hybrids,Dalarnas län,0
Vansbro,2021,1/1/2017,Diesel,Dalarnas län,68
Vansbro,2021,1/1/2017,Electric hybrids,Dalarnas län,0
Vansbro,2021,1/1/2017,Electricty,Dalarnas län,0
Vansbro,2021,1/1/2017,Ethanol,Dalarnas län,1
Vansbro,2021,1/1/2017,Gas,Dalarnas län,34
Vansbro,2021,1/1/2017,NG,Dalarnas län,0
Vansbro,2021,1/1/2017,Plug-in hybrids,Dalarnas län,5
Vansbro,2021,1/1/2018,Diesel,Dalarnas län,29
Vansbro,2021,1/1/2018,Electric hybrids,Dalarnas län,0
Vansbro,2021,1/1/2018,Electricty,Dalarnas län,1
Vansbro,2021,1/1/2018,Ethanol,Dalarnas län,0
Vansbro,2021,1/1/2018,Gas,Dalarnas län,38
Vansbro,2021,1/1/2018,NG,Dalarnas län,0
Vansbro,2021,1/1/2018,Plug-in hybrids,Dalarnas län,3
Vansbro,2021,1/1/2019,Diesel,Dalarnas län,49
Vansbro,2021,1/1/2019,Electric hybrids,Dalarnas län,2
Vansbro,2021,1/1/2019,Electricty,Dalarnas län,2
Vansbro,2021,1/1/2019,Ethanol,Dalarnas län,1
Vansbro,2021,1/1/2019,Gas,Dalarnas län,48
Vansbro,2021,1/1/2019,NG,Dalarnas län,0
Vansbro,2021,1/1/2019,Plug-in hybrids,Dalarnas län,2
Vansbro,2021,1/1/2020,Diesel,Dalarnas län,23
Vansbro,2021,1/1/2020,Electric hybrids,Dalarnas län,2
Vansbro,2021,1/1/2020,Electricty,Dalarnas län,6
Vansbro,2021,1/1/2020,Ethanol,Dalarnas län,0
Vansbro,2021,1/1/2020,Gas,Dalarnas län,14
Vansbro,2021,1/1/2020,NG,Dalarnas län,0
Vansbro,2021,1/1/2020,Plug-in hybrids,Dalarnas län,6
Vansbro,2021,1/1/2021,Diesel,Dalarnas län,19
Vansbro,2021,1/1/2021,Electric hybrids,Dalarnas län,3
Vansbro,2021,1/1/2021,Electricty,Dalarnas län,13
Vansbro,2021,1/1/2021,Ethanol,Dalarnas län,2
Vansbro,2021,1/1/2021,Gas,Dalarnas län,17
Vansbro,2021,1/1/2021,NG,Dalarnas län,0
Vansbro,2021,1/1/2021,Plug-in hybrids,Dalarnas län,8
Malung-Sälen,2023,1/1/2013,Diesel,Dalarnas län,144
Malung-Sälen,2023,1/1/2013,Electric hybrids,Dalarnas län,0
Malung-Sälen,2023,1/1/2013,Electricty,Dalarnas län,0
Malung-Sälen,2023,1/1/2013,Ethanol,Dalarnas län,0
Malung-Sälen,2023,1/1/2013,Gas,Dalarnas län,61
Malung-Sälen,2023,1/1/2013,NG,Dalarnas län,0
Malung-Sälen,2023,1/1/2013,Plug-in hybrids,Dalarnas län,1
Malung-Sälen,2023,1/1/2014,Diesel,Dalarnas län,157
Malung-Sälen,2023,1/1/2014,Electric hybrids,Dalarnas län,0
Malung-Sälen,2023,1/1/2014,Electricty,Dalarnas län,0
Malung-Sälen,2023,1/1/2014,Ethanol,Dalarnas län,1
Malung-Sälen,2023,1/1/2014,Gas,Dalarnas län,79
Malung-Sälen,2023,1/1/2014,NG,Dalarnas län,0
Malung-Sälen,2023,1/1/2014,Plug-in hybrids,Dalarnas län,0
Malung-Sälen,2023,1/1/2015,Diesel,Dalarnas län,174
Malung-Sälen,2023,1/1/2015,Electric hybrids,Dalarnas län,0
Malung-Sälen,2023,1/1/2015,Electricty,Dalarnas län,3
Malung-Sälen,2023,1/1/2015,Ethanol,Dalarnas län,0
Malung-Sälen,2023,1/1/2015,Gas,Dalarnas län,70
Malung-Sälen,2023,1/1/2015,NG,Dalarnas län,0
Malung-Sälen,2023,1/1/2015,Plug-in hybrids,Dalarnas län,4
Malung-Sälen,2023,1/1/2016,Diesel,Dalarnas län,176
Malung-Sälen,2023,1/1/2016,Electric hybrids,Dalarnas län,0
Malung-Sälen,2023,1/1/2016,Electricty,Dalarnas län,2
Malung-Sälen,2023,1/1/2016,Ethanol,Dalarnas län,0
Malung-Sälen,2023,1/1/2016,Gas,Dalarnas län,57
Malung-Sälen,2023,1/1/2016,NG,Dalarnas län,0
Malung-Sälen,2023,1/1/2016,Plug-in hybrids,Dalarnas län,4
Malung-Sälen,2023,1/1/2017,Diesel,Dalarnas län,181
Malung-Sälen,2023,1/1/2017,Electric hybrids,Dalarnas län,1
Malung-Sälen,2023,1/1/2017,Electricty,Dalarnas län,6
Malung-Sälen,2023,1/1/2017,Ethanol,Dalarnas län,0
Malung-Sälen,2023,1/1/2017,Gas,Dalarnas län,82
Malung-Sälen,2023,1/1/2017,NG,Dalarnas län,0
Malung-Sälen,2023,1/1/2017,Plug-in hybrids,Dalarnas län,13
Malung-Sälen,2023,1/1/2018,Diesel,Dalarnas län,126
Malung-Sälen,2023,1/1/2018,Electric hybrids,Dalarnas län,0
Malung-Sälen,2023,1/1/2018,Electricty,Dalarnas län,3
Malung-Sälen,2023,1/1/2018,Ethanol,Dalarnas län,0
Malung-Sälen,2023,1/1/2018,Gas,Dalarnas län,95
Malung-Sälen,2023,1/1/2018,NG,Dalarnas län,0
Malung-Sälen,2023,1/1/2018,Plug-in hybrids,Dalarnas län,6
Malung-Sälen,2023,1/1/2019,Diesel,Dalarnas län,165
Malung-Sälen,2023,1/1/2019,Electric hybrids,Dalarnas län,23
Malung-Sälen,2023,1/1/2019,Electricty,Dalarnas län,7
Malung-Sälen,2023,1/1/2019,Ethanol,Dalarnas län,0
Malung-Sälen,2023,1/1/2019,Gas,Dalarnas län,88
Malung-Sälen,2023,1/1/2019,NG,Dalarnas län,0
Malung-Sälen,2023,1/1/2019,Plug-in hybrids,Dalarnas län,17
Malung-Sälen,2023,1/1/2020,Diesel,Dalarnas län,96
Malung-Sälen,2023,1/1/2020,Electric hybrids,Dalarnas län,4
Malung-Sälen,2023,1/1/2020,Electricty,Dalarnas län,16
Malung-Sälen,2023,1/1/2020,Ethanol,Dalarnas län,0
Malung-Sälen,2023,1/1/2020,Gas,Dalarnas län,67
Malung-Sälen,2023,1/1/2020,NG,Dalarnas län,0
Malung-Sälen,2023,1/1/2020,Plug-in hybrids,Dalarnas län,50
Malung-Sälen,2023,1/1/2021,Diesel,Dalarnas län,57
Malung-Sälen,2023,1/1/2021,Electric hybrids,Dalarnas län,2
Malung-Sälen,2023,1/1/2021,Electricty,Dalarnas län,28
Malung-Sälen,2023,1/1/2021,Ethanol,Dalarnas län,0
Malung-Sälen,2023,1/1/2021,Gas,Dalarnas län,51
Malung-Sälen,2023,1/1/2021,NG,Dalarnas län,0
Malung-Sälen,2023,1/1/2021,Plug-in hybrids,Dalarnas län,51
Gagnef,2026,1/1/2013,Diesel,Dalarnas län,96
Gagnef,2026,1/1/2013,Electric hybrids,Dalarnas län,0
Gagnef,2026,1/1/2013,Electricty,Dalarnas län,0
Gagnef,2026,1/1/2013,Ethanol,Dalarnas län,1
Gagnef,2026,1/1/2013,Gas,Dalarnas län,53
Gagnef,2026,1/1/2013,NG,Dalarnas län,0
Gagnef,2026,1/1/2013,Plug-in hybrids,Dalarnas län,1
Gagnef,2026,1/1/2014,Diesel,Dalarnas län,107
Gagnef,2026,1/1/2014,Electric hybrids,Dalarnas län,1
Gagnef,2026,1/1/2014,Electricty,Dalarnas län,0
Gagnef,2026,1/1/2014,Ethanol,Dalarnas län,0
Gagnef,2026,1/1/2014,Gas,Dalarnas län,51
Gagnef,2026,1/1/2014,NG,Dalarnas län,0
Gagnef,2026,1/1/2014,Plug-in hybrids,Dalarnas län,0
Gagnef,2026,1/1/2015,Diesel,Dalarnas län,91
Gagnef,2026,1/1/2015,Electric hybrids,Dalarnas län,0
Gagnef,2026,1/1/2015,Electricty,Dalarnas län,1
Gagnef,2026,1/1/2015,Ethanol,Dalarnas län,0
Gagnef,2026,1/1/2015,Gas,Dalarnas län,44
Gagnef,2026,1/1/2015,NG,Dalarnas län,0
Gagnef,2026,1/1/2015,Plug-in hybrids,Dalarnas län,0
Gagnef,2026,1/1/2016,Diesel,Dalarnas län,79
Gagnef,2026,1/1/2016,Electric hybrids,Dalarnas län,2
Gagnef,2026,1/1/2016,Electricty,Dalarnas län,1
Gagnef,2026,1/1/2016,Ethanol,Dalarnas län,2
Gagnef,2026,1/1/2016,Gas,Dalarnas län,80
Gagnef,2026,1/1/2016,NG,Dalarnas län,0
Gagnef,2026,1/1/2016,Plug-in hybrids,Dalarnas län,0
Gagnef,2026,1/1/2017,Diesel,Dalarnas län,86
Gagnef,2026,1/1/2017,Electric hybrids,Dalarnas län,2
Gagnef,2026,1/1/2017,Electricty,Dalarnas län,0
Gagnef,2026,1/1/2017,Ethanol,Dalarnas län,0
Gagnef,2026,1/1/2017,Gas,Dalarnas län,75
Gagnef,2026,1/1/2017,NG,Dalarnas län,0
Gagnef,2026,1/1/2017,Plug-in hybrids,Dalarnas län,1
Gagnef,2026,1/1/2018,Diesel,Dalarnas län,39
Gagnef,2026,1/1/2018,Electric hybrids,Dalarnas län,6
Gagnef,2026,1/1/2018,Electricty,Dalarnas län,3
Gagnef,2026,1/1/2018,Ethanol,Dalarnas län,0
Gagnef,2026,1/1/2018,Gas,Dalarnas län,86
Gagnef,2026,1/1/2018,NG,Dalarnas län,0
Gagnef,2026,1/1/2018,Plug-in hybrids,Dalarnas län,1
Gagnef,2026,1/1/2019,Diesel,Dalarnas län,49
Gagnef,2026,1/1/2019,Electric hybrids,Dalarnas län,11
Gagnef,2026,1/1/2019,Electricty,Dalarnas län,8
Gagnef,2026,1/1/2019,Ethanol,Dalarnas län,0
Gagnef,2026,1/1/2019,Gas,Dalarnas län,86
Gagnef,2026,1/1/2019,NG,Dalarnas län,0
Gagnef,2026,1/1/2019,Plug-in hybrids,Dalarnas län,7
Gagnef,2026,1/1/2020,Diesel,Dalarnas län,22
Gagnef,2026,1/1/2020,Electric hybrids,Dalarnas län,3
Gagnef,2026,1/1/2020,Electricty,Dalarnas län,15
Gagnef,2026,1/1/2020,Ethanol,Dalarnas län,1
Gagnef,2026,1/1/2020,Gas,Dalarnas län,34
Gagnef,2026,1/1/2020,NG,Dalarnas län,0
Gagnef,2026,1/1/2020,Plug-in hybrids,Dalarnas län,12
Gagnef,2026,1/1/2021,Diesel,Dalarnas län,26
Gagnef,2026,1/1/2021,Electric hybrids,Dalarnas län,10
Gagnef,2026,1/1/2021,Electricty,Dalarnas län,27
Gagnef,2026,1/1/2021,Ethanol,Dalarnas län,3
Gagnef,2026,1/1/2021,Gas,Dalarnas län,40
Gagnef,2026,1/1/2021,NG,Dalarnas län,0
Gagnef,2026,1/1/2021,Plug-in hybrids,Dalarnas län,27
Leksand,2029,1/1/2013,Diesel,Dalarnas län,132
Leksand,2029,1/1/2013,Electric hybrids,Dalarnas län,2
Leksand,2029,1/1/2013,Electricty,Dalarnas län,0
Leksand,2029,1/1/2013,Ethanol,Dalarnas län,0
Leksand,2029,1/1/2013,Gas,Dalarnas län,88
Leksand,2029,1/1/2013,NG,Dalarnas län,0
Leksand,2029,1/1/2013,Plug-in hybrids,Dalarnas län,0
Leksand,2029,1/1/2014,Diesel,Dalarnas län,124
Leksand,2029,1/1/2014,Electric hybrids,Dalarnas län,2
Leksand,2029,1/1/2014,Electricty,Dalarnas län,0
Leksand,2029,1/1/2014,Ethanol,Dalarnas län,0
Leksand,2029,1/1/2014,Gas,Dalarnas län,76
Leksand,2029,1/1/2014,NG,Dalarnas län,2
Leksand,2029,1/1/2014,Plug-in hybrids,Dalarnas län,0
Leksand,2029,1/1/2015,Diesel,Dalarnas län,166
Leksand,2029,1/1/2015,Electric hybrids,Dalarnas län,4
Leksand,2029,1/1/2015,Electricty,Dalarnas län,1
Leksand,2029,1/1/2015,Ethanol,Dalarnas län,0
Leksand,2029,1/1/2015,Gas,Dalarnas län,112
Leksand,2029,1/1/2015,NG,Dalarnas län,2
Leksand,2029,1/1/2015,Plug-in hybrids,Dalarnas län,3
Leksand,2029,1/1/2016,Diesel,Dalarnas län,126
Leksand,2029,1/1/2016,Electric hybrids,Dalarnas län,6
Leksand,2029,1/1/2016,Electricty,Dalarnas län,3
Leksand,2029,1/1/2016,Ethanol,Dalarnas län,0
Leksand,2029,1/1/2016,Gas,Dalarnas län,103
Leksand,2029,1/1/2016,NG,Dalarnas län,2
Leksand,2029,1/1/2016,Plug-in hybrids,Dalarnas län,6
Leksand,2029,1/1/2017,Diesel,Dalarnas län,147
Leksand,2029,1/1/2017,Electric hybrids,Dalarnas län,7
Leksand,2029,1/1/2017,Electricty,Dalarnas län,3
Leksand,2029,1/1/2017,Ethanol,Dalarnas län,0
Leksand,2029,1/1/2017,Gas,Dalarnas län,99
Leksand,2029,1/1/2017,NG,Dalarnas län,1
Leksand,2029,1/1/2017,Plug-in hybrids,Dalarnas län,7
Leksand,2029,1/1/2018,Diesel,Dalarnas län,80
Leksand,2029,1/1/2018,Electric hybrids,Dalarnas län,9
Leksand,2029,1/1/2018,Electricty,Dalarnas län,22
Leksand,2029,1/1/2018,Ethanol,Dalarnas län,0
Leksand,2029,1/1/2018,Gas,Dalarnas län,105
Leksand,2029,1/1/2018,NG,Dalarnas län,0
Leksand,2029,1/1/2018,Plug-in hybrids,Dalarnas län,8
Leksand,2029,1/1/2019,Diesel,Dalarnas län,57
Leksand,2029,1/1/2019,Electric hybrids,Dalarnas län,15
Leksand,2029,1/1/2019,Electricty,Dalarnas län,35
Leksand,2029,1/1/2019,Ethanol,Dalarnas län,0
Leksand,2029,1/1/2019,Gas,Dalarnas län,82
Leksand,2029,1/1/2019,NG,Dalarnas län,1
Leksand,2029,1/1/2019,Plug-in hybrids,Dalarnas län,17
Leksand,2029,1/1/2020,Diesel,Dalarnas län,53
Leksand,2029,1/1/2020,Electric hybrids,Dalarnas län,4
Leksand,2029,1/1/2020,Electricty,Dalarnas län,20
Leksand,2029,1/1/2020,Ethanol,Dalarnas län,0
Leksand,2029,1/1/2020,Gas,Dalarnas län,67
Leksand,2029,1/1/2020,NG,Dalarnas län,0
Leksand,2029,1/1/2020,Plug-in hybrids,Dalarnas län,18
Leksand,2029,1/1/2021,Diesel,Dalarnas län,43
Leksand,2029,1/1/2021,Electric hybrids,Dalarnas län,21
Leksand,2029,1/1/2021,Electricty,Dalarnas län,49
Leksand,2029,1/1/2021,Ethanol,Dalarnas län,1
Leksand,2029,1/1/2021,Gas,Dalarnas län,75
Leksand,2029,1/1/2021,NG,Dalarnas län,1
Leksand,2029,1/1/2021,Plug-in hybrids,Dalarnas län,40
Rättvik,2031,1/1/2013,Diesel,Dalarnas län,85
Rättvik,2031,1/1/2013,Electric hybrids,Dalarnas län,2
Rättvik,2031,1/1/2013,Electricty,Dalarnas län,0
Rättvik,2031,1/1/2013,Ethanol,Dalarnas län,0
Rättvik,2031,1/1/2013,Gas,Dalarnas län,91
Rättvik,2031,1/1/2013,NG,Dalarnas län,0
Rättvik,2031,1/1/2013,Plug-in hybrids,Dalarnas län,0
Rättvik,2031,1/1/2014,Diesel,Dalarnas län,97
Rättvik,2031,1/1/2014,Electric hybrids,Dalarnas län,2
Rättvik,2031,1/1/2014,Electricty,Dalarnas län,1
Rättvik,2031,1/1/2014,Ethanol,Dalarnas län,1
Rättvik,2031,1/1/2014,Gas,Dalarnas län,87
Rättvik,2031,1/1/2014,NG,Dalarnas län,0
Rättvik,2031,1/1/2014,Plug-in hybrids,Dalarnas län,6
Rättvik,2031,1/1/2015,Diesel,Dalarnas län,114
Rättvik,2031,1/1/2015,Electric hybrids,Dalarnas län,1
Rättvik,2031,1/1/2015,Electricty,Dalarnas län,1
Rättvik,2031,1/1/2015,Ethanol,Dalarnas län,0
Rättvik,2031,1/1/2015,Gas,Dalarnas län,96
Rättvik,2031,1/1/2015,NG,Dalarnas län,0
Rättvik,2031,1/1/2015,Plug-in hybrids,Dalarnas län,4
Rättvik,2031,1/1/2016,Diesel,Dalarnas län,98
Rättvik,2031,1/1/2016,Electric hybrids,Dalarnas län,3
Rättvik,2031,1/1/2016,Electricty,Dalarnas län,2
Rättvik,2031,1/1/2016,Ethanol,Dalarnas län,0
Rättvik,2031,1/1/2016,Gas,Dalarnas län,112
Rättvik,2031,1/1/2016,NG,Dalarnas län,0
